"Incident_No","Date_Time_Of_Event","Dispatched_Time","Unit_On_The_Way_Time","Unit_On_Scene_TimeStamp","On_Scene_Unit","Cleared_TimeStamp","Unit_Count","Priority","Final_Incident_Type","Final_Incident_Category","Latitude","Longitude"
"F150019138","1/1/15 10:56 AM","1/1/15 10:57 AM","1/1/15 10:57 AM","1/1/15 11:04 AM","E31","1/1/15 11:33 AM","1","Priority 2","MEDICAL","Medical Only","37.3064511867","-121.787624095"
"F150019139","1/1/15 11:00 AM","1/1/15 11:00 AM","1/1/15 11:01 AM","1/1/15 11:04 AM","E7","1/1/15 11:20 AM","1","Priority 1","MEDICAL","Medical Only","37.3360137292","-121.910348783"
"F150019140","1/1/15 11:03 AM","1/1/15 11:05 AM","1/1/15 11:07 AM","","","1/1/15 11:07 AM","4","Priority 1","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.372258641","-121.847013197"
"F150019141","1/1/15 11:07 AM","1/1/15 11:07 AM","1/1/15 11:09 AM","1/1/15 11:12 AM","T13","1/1/15 11:26 AM","1","Priority 1","MEDICAL","Medical Only","37.2614704154","-121.885628248"
"F150019142","1/1/15 11:08 AM","1/1/15 11:09 AM","","1/1/15 11:09 AM","T30","1/1/15 11:27 AM","1","Priority 1","MEDICAL","Medical Only","37.333820099","-121.884549301"
"F150019143","1/1/15 11:09 AM","1/1/15 11:09 AM","1/1/15 11:11 AM","1/1/15 11:13 AM","E19","1/1/15 11:34 AM","2","Priority 1","MEDICAL","Medical Only","37.3890487814","-121.843675214"
"F150019144","1/1/15 11:12 AM","1/1/15 11:12 AM","1/1/15 11:12 AM","1/1/15 11:13 AM","S30","1/1/15 11:19 AM","1","Priority 1","MEDICAL","Medical Only","37.3261671902","-121.908321206"
"F150019145","1/1/15 11:14 AM","1/1/15 11:15 AM","1/1/15 11:16 AM","1/1/15 11:23 AM","E26","1/1/15 11:42 AM","1","Priority 1","MEDICAL","Uncategorized","37.3273215579","-121.833168263"
"F150019146","1/1/15 11:16 AM","1/1/15 11:17 AM","1/1/15 11:18 AM","1/1/15 11:18 AM","E12","1/1/15 11:28 AM","2","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.2650244155","-121.868892834"
"F150019148","1/1/15 11:31 AM","1/1/15 11:31 AM","1/1/15 11:32 AM","1/1/15 11:37 AM","T16","1/1/15 11:55 AM","2","Priority 2","MEDICAL","Good Intent Or Service","37.3455003919","-121.834836717"
"F150019149","1/1/15 11:34 AM","1/1/15 11:35 AM","1/1/15 11:35 AM","1/1/15 11:38 AM","E15","1/1/15 11:58 AM","1","Priority 1","MEDICAL","Medical Only","37.2951842563","-121.998683009"
"F150019150","1/1/15 11:41 AM","1/1/15 11:42 AM","1/1/15 11:43 AM","1/1/15 11:47 AM","E5","1/1/15 12:02 PM","1","Priority 1","MEDICAL","Medical Only","37.4002372731","-121.90680276"
"F150019153","1/1/15 11:56 AM","1/1/15 11:57 AM","1/1/15 11:58 AM","","","1/1/15 11:59 AM","1","Priority 2","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.2927689241","-121.893667433"
"F150019154","1/1/15 12:21 PM","1/1/15 12:22 PM","1/1/15 12:23 PM","1/1/15 12:26 PM","E31","1/1/15 12:44 PM","1","Priority 1","MEDICAL","Medical Only","37.3105251903","-121.778455215"
"F150019155","1/1/15 12:25 PM","1/1/15 12:26 PM","1/1/15 12:27 PM","1/1/15 12:30 PM","E22","1/1/15 12:54 PM","1","Priority 1","MEDICAL","Medical Only","37.2206463439","-121.885704561"
"F150019156","1/1/15 12:29 PM","1/1/15 12:29 PM","1/1/15 12:31 PM","1/1/15 12:36 PM","E16","1/1/15 12:59 PM","1","Priority 2","MEDICAL","Medical Only","37.3740490293","-121.868485352"
"F150019157","1/1/15 12:33 PM","","","","","","0","Priority 2","MEDICAL","Uncategorized","37.3794378893","-121.820364203"
"F150019158","1/1/15 12:33 PM","1/1/15 12:33 PM","1/1/15 12:34 PM","1/1/15 12:39 PM","T2","1/1/15 1:20 PM","2","Priority 2","MEDICAL","Medical Only","37.3794378893","-121.820364203"
"F150019159","1/1/15 12:34 PM","1/1/15 12:35 PM","1/1/15 12:37 PM","1/1/15 12:37 PM","E5","1/1/15 12:52 PM","1","Priority 1","MEDICAL","Medical Only","37.3669712412","-121.900316685"
"F150019160","1/1/15 12:39 PM","1/1/15 12:39 PM","1/1/15 12:40 PM","1/1/15 12:49 PM","E1","1/1/15 1:00 PM","1","Priority 1","MEDICAL","Medical Only","37.3505009772","-121.890350671"
"F150019161","1/1/15 12:40 PM","1/1/15 12:40 PM","1/1/15 12:40 PM","1/1/15 12:44 PM","T16","1/1/15 12:58 PM","1","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.3383662012","-121.832425498"
"F150019162","1/1/15 12:47 PM","1/1/15 12:47 PM","1/1/15 12:49 PM","1/1/15 12:52 PM","E8","1/1/15 1:10 PM","1","Priority 2","MEDICAL","Medical Only","37.3420476454","-121.873000374"
"F150019163","1/1/15 12:51 PM","1/1/15 12:52 PM","1/1/15 12:53 PM","1/1/15 12:58 PM","E9","1/1/15 1:05 PM","1","Priority 1","MEDICAL","Medical Only","37.2525891827","-121.913814505"
"F150019164","1/1/15 1:04 PM","1/1/15 1:04 PM","","","","1/1/15 1:06 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.2273151389","-121.907329783"
"F150019165","1/1/15 1:07 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.4014995178","-121.909302052"
"F150019166","1/1/15 1:07 PM","1/1/15 1:09 PM","1/1/15 1:09 PM","1/1/15 1:13 PM","E8","1/1/15 1:17 PM","9","Priority 1","FIRE & Other","Good Intent Or Service","37.3426841561","-121.881096236"
"F150019167","1/1/15 1:12 PM","1/1/15 1:13 PM","1/1/15 1:15 PM","1/1/15 1:18 PM","E26","1/1/15 1:25 PM","1","Priority 2","MEDICAL","Medical Only","37.3079548723","-121.84512482"
"F150019168","1/1/15 1:14 PM","1/1/15 1:15 PM","1/1/15 1:16 PM","1/1/15 1:19 PM","T1","1/1/15 3:52 PM","17","Priority 1","FIRE & Other","Structure Fire","37.3415494476","-121.8917189"
"F150019169","1/1/15 1:17 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3230399968","-121.996367641"
"F150019170","1/1/15 1:18 PM","1/1/15 1:19 PM","","","","1/1/15 1:20 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3230399968","-121.996367641"
"F150019172","1/1/15 1:24 PM","1/1/15 1:25 PM","1/1/15 1:26 PM","1/1/15 1:32 PM","E9","1/1/15 2:05 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.265289874","-121.903287011"
"F150019173","1/1/15 1:27 PM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.2866803456","-121.839932114"
"F150019176","1/1/15 1:32 PM","1/1/15 1:33 PM","1/1/15 1:33 PM","1/1/15 1:45 PM","E3","1/1/15 2:06 PM","1","Priority 2","MEDICAL","Medical Only","37.3371930679","-121.905349782"
"F150019177","1/1/15 1:35 PM","1/1/15 1:37 PM","1/1/15 1:37 PM","1/1/15 1:42 PM","T14","1/1/15 1:53 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.285375487","-121.98447132"
"F150019178","1/1/15 1:41 PM","1/1/15 1:42 PM","1/1/15 1:43 PM","1/1/15 1:45 PM","T16","1/1/15 2:00 PM","1","Priority 1","MEDICAL","Medical Only","37.3399036778","-121.843109038"
"F150019180","1/1/15 1:50 PM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.2985810271","-121.932951889"
"F150019181","1/1/15 2:06 PM","1/1/15 2:07 PM","1/1/15 2:08 PM","1/1/15 2:13 PM","E23","1/1/15 2:26 PM","1","Priority 2","MEDICAL","Medical Only","37.3987570818","-121.863796724"
"F150019182","1/1/15 2:07 PM","1/1/15 2:07 PM","1/1/15 2:07 PM","1/1/15 2:10 PM","E9","1/1/15 2:12 PM","1","Priority 2","MEDICAL","Good Intent Or Service","37.2646020189","-121.903003222"
"F150019183","1/1/15 2:07 PM","1/1/15 2:07 PM","1/1/15 2:08 PM","1/1/15 2:11 PM","E17","1/1/15 2:22 PM","1","Priority 1","MEDICAL","Medical Only","37.2508167476","-121.875315257"
"F150019184","1/1/15 2:07 PM","1/1/15 2:08 PM","1/1/15 2:09 PM","1/1/15 2:17 PM","E31","1/1/15 2:39 PM","1","Priority 1","MEDICAL","Medical Only","37.3220941513","-121.767301817"
"F150019185","1/1/15 2:14 PM","1/1/15 2:15 PM","1/1/15 2:15 PM","1/1/15 2:21 PM","E24","1/1/15 2:42 PM","1","Priority 1","MEDICAL","Medical Only","37.3093216801","-121.77301965"
"F150019186","1/1/15 2:20 PM","1/1/15 2:21 PM","1/1/15 2:22 PM","1/1/15 2:25 PM","T14","1/1/15 2:33 PM","1","Priority 1","MEDICAL","Medical Only","37.3287580408","-121.896602278"
"F150019187","1/1/15 2:21 PM","1/1/15 2:23 PM","1/1/15 2:24 PM","1/1/15 2:27 PM","E17","1/1/15 2:55 PM","1","Priority 1","MEDICAL","Medical Only","37.2598736158","-121.888455671"
"F150019188","1/1/15 2:33 PM","1/1/15 2:34 PM","1/1/15 2:35 PM","1/1/15 2:37 PM","E16","1/1/15 2:48 PM","1","Priority 1","MEDICAL","Medical Only","37.3624859059","-121.865149467"
"F150019189","1/1/15 2:37 PM","1/1/15 2:38 PM","1/1/15 2:39 PM","1/1/15 2:42 PM","E5","1/1/15 2:57 PM","1","Priority 1","MEDICAL","Medical Only","37.3741915929","-121.913781537"
"F150019190","1/1/15 2:47 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.3146140426","-121.931820287"
"F150019191","1/1/15 2:48 PM","1/1/15 2:48 PM","1/1/15 2:49 PM","1/1/15 2:52 PM","E4","1/1/15 3:04 PM","1","Priority 1","MEDICAL","Medical Only","37.3146140426","-121.931820287"
"F150019192","1/1/15 2:49 PM","1/1/15 2:50 PM","1/1/15 2:51 PM","1/1/15 2:55 PM","E27","1/1/15 3:22 PM","2","Priority 1","MEDICAL","Medical Only","37.2435660674","-121.778022825"
"F150019193","1/1/15 2:50 PM","1/1/15 2:51 PM","1/1/15 2:52 PM","1/1/15 2:59 PM","T35","1/1/15 3:16 PM","1","Priority 1","MEDICAL","Medical Only","37.2314282051","-121.797943009"
"F150019194","1/1/15 2:54 PM","1/1/15 2:55 PM","1/1/15 2:56 PM","1/1/15 3:04 PM","E18","1/1/15 3:21 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.2501002747","-121.79188821"
"F150019195","1/1/15 2:58 PM","1/1/15 2:59 PM","1/1/15 3:01 PM","1/1/15 3:06 PM","E26","1/1/15 3:27 PM","2","Priority 1","MEDICAL","Medical Only","37.2937059947","-121.873572008"
"F150019196","1/1/15 3:06 PM","1/1/15 3:07 PM","1/1/15 3:08 PM","1/1/15 3:14 PM","E10","1/1/15 3:25 PM","1","Priority 1","MEDICAL","Medical Only","37.3494632671","-121.881089062"
"F150019197","1/1/15 3:09 PM","","","","","","0","Priority 2","FIRE & Other","Uncategorized","37.2927890241","-121.922624647"
"F150019198","1/1/15 3:13 PM","1/1/15 3:15 PM","1/1/15 3:16 PM","1/1/15 3:20 PM","E5","1/1/15 3:20 PM","1","Priority 1","MEDICAL","Medical Only","37.3754380871","-121.919864279"
"F150019199","1/1/15 3:14 PM","1/1/15 3:15 PM","1/1/15 3:17 PM","","","1/1/15 3:22 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3393736812","-121.878629001"
"F150019200","1/1/15 3:17 PM","1/1/15 3:18 PM","1/1/15 3:18 PM","1/1/15 3:25 PM","E4","1/1/15 3:34 PM","1","Priority 1","FIRE & Other","Other Fires","37.3284734178","-121.871771978"
"F150019201","1/1/15 3:17 PM","1/1/15 3:19 PM","1/1/15 3:21 PM","1/1/15 3:26 PM","S26","1/1/15 3:30 PM","1","Priority 2","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.2949466872","-121.832810471"
"F150019203","1/1/15 3:23 PM","1/1/15 3:23 PM","1/1/15 3:24 PM","1/1/15 3:33 PM","E14","1/1/15 3:41 PM","1","Priority 2","MEDICAL","Medical Only","37.2880094466","-121.987099114"
"F150019205","1/1/15 3:32 PM","1/1/15 3:34 PM","1/1/15 3:34 PM","1/1/15 3:38 PM","E8","1/1/15 3:44 PM","1","Priority 2","MEDICAL","Medical Only","37.3442956515","-121.892345117"
"F150019206","1/1/15 3:42 PM","1/1/15 3:42 PM","1/1/15 3:44 PM","1/1/15 3:49 PM","E8","1/1/15 4:04 PM","2","Priority 1","MEDICAL","Medical Only","37.3447866305","-121.865573626"
"F150019207","1/1/15 3:41 PM","1/1/15 3:45 PM","1/1/15 3:47 PM","","","1/1/15 3:52 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2714564823","-121.936508954"
"F150019208","1/1/15 3:45 PM","1/1/15 3:46 PM","1/1/15 3:47 PM","1/1/15 3:53 PM","E18","1/1/15 4:11 PM","1","Priority 1","MEDICAL","Medical Only","37.2686734152","-121.803471006"
"F150019209","1/1/15 3:50 PM","1/1/15 3:51 PM","1/1/15 3:53 PM","1/1/15 4:00 PM","E6","1/1/15 4:13 PM","1","Priority 1","MEDICAL","Medical Only","37.3110543071","-121.907504633"
"F150019210","1/1/15 3:52 PM","1/1/15 3:53 PM","1/1/15 3:54 PM","1/1/15 3:58 PM","E24","1/1/15 4:10 PM","1","Priority 2","MEDICAL","Medical Only","37.2878206471","-121.824160426"
"F150019211","1/1/15 3:55 PM","1/1/15 3:57 PM","1/1/15 3:57 PM","1/1/15 4:02 PM","E10","1/1/15 4:04 PM","1","Priority 1","MEDICAL","Medical Only","37.3245902445","-121.941421917"
"F150019212","1/1/15 4:03 PM","1/1/15 4:05 PM","1/1/15 4:06 PM","1/1/15 4:14 PM","E26","1/1/15 4:21 PM","2","Priority 1","FIRE & Other","Uncategorized","37.2963913084","-121.867689174"
"F150019213","1/1/15 4:05 PM","1/1/15 4:05 PM","1/1/15 4:06 PM","1/1/15 4:10 PM","E17","1/1/15 4:30 PM","1","Priority 1","MEDICAL","Medical Only","37.2426282002","-121.87716757"
"F150019214","1/1/15 4:06 PM","1/1/15 4:06 PM","1/1/15 4:08 PM","1/1/15 4:13 PM","S26","1/1/15 4:24 PM","2","Priority 1","MEDICAL","Medical Only","37.2913042724","-121.83527258"
"F150019215","1/1/15 4:07 PM","1/1/15 4:10 PM","1/1/15 4:13 PM","1/1/15 4:16 PM","E8","1/1/15 4:36 PM","1","Priority 1","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.3432915026","-121.869722168"
"F150019216","1/1/15 4:14 PM","1/1/15 4:15 PM","1/1/15 4:16 PM","1/1/15 4:21 PM","E31","1/1/15 4:52 PM","1","Priority 1","MEDICAL","Medical Only","37.3024627752","-121.782562763"
"F150019217","1/1/15 4:57 PM","1/1/15 4:59 PM","1/1/15 5:00 PM","1/1/15 5:03 PM","E13","1/1/15 5:27 PM","1","Priority 1","MEDICAL","Medical Only","37.2569801169","-121.876019602"
"F150019218","1/1/15 4:57 PM","1/1/15 5:01 PM","1/1/15 5:03 PM","1/1/15 5:14 PM","S30","1/1/15 5:18 PM","1","Priority 2","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.3156285109","-121.919370824"
"F150019219","1/1/15 5:06 PM","1/1/15 5:07 PM","1/1/15 5:08 PM","1/1/15 5:13 PM","E21","1/1/15 5:27 PM","1","Priority 2","MEDICAL","Medical Only","37.3561417386","-121.819146783"
"F150019220","1/1/15 5:07 PM","1/1/15 5:09 PM","1/1/15 5:10 PM","1/1/15 5:14 PM","T29","1/1/15 5:29 PM","1","Priority 2","FIRE & Other","Uncategorized","37.4024100882","-121.944196894"
"F150019221","1/1/15 5:08 PM","1/1/15 5:09 PM","1/1/15 5:11 PM","1/1/15 5:18 PM","T16","1/1/15 5:23 PM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.3413713981","-121.825103229"
"F150019222","1/1/15 5:12 PM","1/1/15 5:13 PM","1/1/15 5:14 PM","1/1/15 5:17 PM","E14","1/1/15 5:38 PM","1","Priority 1","MEDICAL","Medical Only","37.2948753631","-121.974686221"
"F150019223","1/1/15 5:13 PM","1/1/15 5:14 PM","1/1/15 5:16 PM","1/1/15 5:21 PM","E16","1/1/15 5:41 PM","1","Priority 2","MEDICAL","Medical Only","37.3580661656","-121.860763103"
"F150019224","1/1/15 5:25 PM","1/1/15 5:27 PM","1/1/15 5:28 PM","1/1/15 5:31 PM","E10","1/1/15 5:46 PM","1","Priority 1","MEDICAL","Medical Only","37.3194834089","-121.94876903"
"F150019225","1/1/15 5:26 PM","1/1/15 5:27 PM","1/1/15 5:29 PM","1/1/15 5:34 PM","E27","1/1/15 5:39 PM","2","Priority 2","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.2250715523","-121.772798746"
"F150019226","1/1/15 5:33 PM","1/1/15 5:34 PM","1/1/15 5:36 PM","1/1/15 5:40 PM","E23","1/1/15 5:41 PM","1","Priority 1","MEDICAL","Medical Only","37.38671692","-121.871034345"
"F150019227","1/1/15 5:42 PM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.2924151879","-121.970700583"
"F150019228","1/1/15 5:43 PM","1/1/15 5:43 PM","1/1/15 5:44 PM","1/1/15 5:50 PM","E14","1/1/15 5:59 PM","1","Priority 1","FIRE & Other","Good Intent Or Service","37.2924151879","-121.970700583"
"F150019229","1/1/15 5:42 PM","1/1/15 5:44 PM","1/1/15 5:46 PM","1/1/15 5:52 PM","S26","1/1/15 5:52 PM","2","Priority 2","MEDICAL","Medical Only","37.3034565607","-121.869969515"
"F150019230","1/1/15 5:40 PM","1/1/15 5:46 PM","1/1/15 5:47 PM","1/1/15 5:59 PM","E5","1/1/15 6:19 PM","1","Priority 2","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.3855826646","-121.891501402"
"F150019231","1/1/15 5:53 PM","1/1/15 5:54 PM","1/1/15 5:54 PM","1/1/15 5:55 PM","E12","1/1/15 5:58 PM","1","Priority 2","FIRE & Other","Good Intent Or Service","37.2381285382","-121.82995993"
"F150019232","1/1/15 5:54 PM","1/1/15 5:55 PM","1/1/15 5:56 PM","1/1/15 6:02 PM","E1","1/1/15 6:29 PM","1","Priority 2","MEDICAL","Medical Only","37.3501604038","-121.901030884"
"F150019233","1/1/15 5:59 PM","1/1/15 5:59 PM","1/1/15 6:01 PM","1/1/15 6:05 PM","T16","1/1/15 6:24 PM","1","Priority 1","MEDICAL","Medical Only","37.3278408934","-121.839498464"
"F150019234","1/1/15 6:02 PM","1/1/15 6:03 PM","1/1/15 6:03 PM","1/1/15 6:09 PM","E18","1/1/15 6:40 PM","1","Priority 1","MEDICAL","Medical Only","37.2575880942","-121.805670599"
"F150019235","1/1/15 6:18 PM","1/1/15 6:20 PM","1/1/15 6:21 PM","1/1/15 6:28 PM","E9","1/1/15 6:29 PM","1","Priority 2","MEDICAL","Medical Only","37.260247496","-121.93583751"
"F150019236","1/1/15 6:26 PM","","","","","","0","Priority 2","FIRE & Other","Uncategorized","37.2767496051","-121.832880086"
"F150019237","1/1/15 6:39 PM","1/1/15 6:39 PM","1/1/15 6:41 PM","1/1/15 6:45 PM","E3","1/1/15 7:04 PM","1","Priority 1","MEDICAL","Medical Only","37.3161555743","-121.886632543"
"F150019238","1/1/15 6:42 PM","1/1/15 6:43 PM","1/1/15 6:44 PM","1/1/15 6:50 PM","E17","1/1/15 7:16 PM","2","Priority 1","FIRE & Other","Good Intent Or Service","37.24299549","-121.868973031"
"F150019239","1/1/15 6:49 PM","1/1/15 6:50 PM","1/1/15 6:50 PM","1/1/15 7:02 PM","E19","1/1/15 7:10 PM","2","Priority 2","MEDICAL","Medical Only","37.387865204","-121.83297415"
"F150019240","1/1/15 6:51 PM","1/1/15 6:52 PM","1/1/15 6:53 PM","1/1/15 6:59 PM","E5","1/1/15 7:11 PM","1","Priority 2","FIRE & Other","Other Fires","37.3764772246","-121.895350985"
"F150019241","1/1/15 6:57 PM","","","","","","0","Priority 1","MEDICAL","Uncategorized","37.2866959328","-121.982706345"
"F150019242","1/1/15 6:58 PM","1/1/15 6:58 PM","1/1/15 6:59 PM","1/1/15 7:04 PM","E14","1/1/15 7:07 PM","1","Priority 1","MEDICAL","Medical Only","37.2866959328","-121.982706345"
"F150019243","1/1/15 7:02 PM","1/1/15 7:04 PM","1/1/15 7:05 PM","1/1/15 7:10 PM","E3","1/1/15 7:41 PM","3","Priority 1","FIRE & Other","Vegetation Fires","37.3401882929","-121.850843565"
"F150019244","1/1/15 7:07 PM","1/1/15 7:09 PM","1/1/15 7:09 PM","","","1/1/15 7:15 PM","1","Priority 1","FIRE & Other","No Incident, Wrong Location, Cancelled En Route","37.3575559133","-121.840898348"
"F150019245","1/1/15 7:12 PM","1/1/15 7:13 PM","1/1/15 7:14 PM","1/1/15 7:18 PM","E13","1/1/15 7:35 PM","1","Priority 1","MEDICAL","Medical Only","37.273183714","-121.886724286"
"F150019246","1/1/15 7:16 PM","1/1/15 7:18 PM","1/1/15 7:19 PM","1/1/15 7:24 PM","T29","1/1/15 8:03 PM","4","Priority 2","FIRE & Other","Rescue, HazMat, USAR & Non - Fire Hazards","37.4035392858","-121.925712638"
"F150019247","1/1/15 7:26 PM","","","","","","0","Priority 2","MEDICAL","Uncategorized","37.3902925385","-121.865400265"
"F150019248","1/1/15 7:26 PM","1/1/15 7:26 PM","1/1/15 7:28 PM","1/1/15 7:32 PM","E19","1/1/15 8:04 PM","2","Priority 2","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3902925385","-121.865400265"
"F150019249","1/1/15 7:30 PM","","","","","","0","Priority 2","FIRE & Other","Uncategorized","37.3493573068","-121.838215478"
"F150019250","1/1/15 7:48 PM","1/1/15 7:49 PM","1/1/15 7:50 PM","1/1/15 7:53 PM","E24","1/1/15 8:18 PM","1","Priority 1","MEDICAL","Medical Only","37.3083724276","-121.807901099"
"F150019251","1/1/15 8:05 PM","1/1/15 8:08 PM","1/1/15 8:09 PM","1/1/15 8:13 PM","E16","1/1/15 8:20 PM","1","Priority 1","FIRE & Other","Good Intent Or Service","37.3703802647","-121.867743821"
"F150019252","1/1/15 8:12 PM","1/1/15 8:13 PM","1/1/15 8:14 PM","1/1/15 8:16 PM","E14","1/1/15 8:22 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.2992997008","-121.976697675"
"F150019253","1/1/15 8:11 PM","1/1/15 8:13 PM","1/1/15 8:15 PM","1/1/15 8:17 PM","T16","1/1/15 8:20 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3203020017","-121.82890649"
"F150019254","1/1/15 8:15 PM","1/1/15 8:16 PM","1/1/15 8:17 PM","1/1/15 8:22 PM","E619","1/1/15 8:23 PM","2","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3787519138","-121.851914874"
"F150019255","1/1/15 8:31 PM","1/1/15 8:33 PM","1/1/15 8:34 PM","1/1/15 8:38 PM","E1","1/1/15 8:43 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3451699964","-121.890068711"
"F150019256","1/1/15 8:39 PM","1/1/15 8:40 PM","1/1/15 8:41 PM","1/1/15 8:44 PM","E18","1/1/15 8:48 PM","1","Priority 1","MEDICAL","Medical Only","37.2608443574","-121.809947021"
"F150019257","1/1/15 8:40 PM","1/1/15 8:41 PM","1/1/15 8:42 PM","1/1/15 8:45 PM","E2","1/1/15 8:56 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3570476669","-121.837925883"
"F150019258","1/1/15 8:52 PM","1/1/15 8:52 PM","1/1/15 8:54 PM","1/1/15 8:58 PM","E9","1/1/15 9:11 PM","1","Priority 1","MEDICAL","Medical Only","37.2671588916","-121.896390449"
"F150019259","1/1/15 8:55 PM","1/1/15 8:55 PM","1/1/15 8:56 PM","1/1/15 8:59 PM","E4","1/1/15 9:07 PM","1","Priority 1","MEDICAL","Medical Only","37.3158632212","-121.916820277"
"F150019260","1/1/15 9:07 PM","","","","","","0","Priority 1","FIRE & Other","Uncategorized","37.3822015578","-121.905367622"
"F150019261","1/1/15 9:07 PM","1/1/15 9:07 PM","1/1/15 9:08 PM","1/1/15 9:14 PM","E29","1/1/15 9:25 PM","1","Priority 1","FIRE & Other","Good Intent Or Service","37.3822015578","-121.905367622"
"F150019262","1/1/15 9:15 PM","1/1/15 9:17 PM","1/1/15 9:18 PM","1/1/15 9:21 PM","T35","1/1/15 9:27 PM","6","Priority 1","MEDICAL","Rescue, HazMat, USAR & Non - Fire Hazards","37.2553339137","-121.802887922"
"F150019263","1/1/15 9:18 PM","1/1/15 9:19 PM","1/1/15 9:21 PM","1/1/15 9:23 PM","E26","1/1/15 9:28 PM","1","Priority 2","FIRE & Other","Uncategorized","37.3035939567","-121.861177899"
"F150019264","1/1/15 9:30 PM","1/1/15 9:31 PM","1/1/15 9:31 PM","1/1/15 9:35 PM","T35","1/1/15 9:48 PM","1","Priority 1","MEDICAL","Medical Only","37.2512882414","-121.830837815"
"F150019265","1/1/15 9:33 PM","1/1/15 9:36 PM","","1/1/15 9:38 PM","E1","1/1/15 9:51 PM","1","Priority 1","MEDICAL","Good Intent Or Service","37.3421507307","-121.893599416"
"F150019266","1/1/15 9:36 PM","1/1/15 9:38 PM","1/1/15 9:40 PM","1/1/15 9:45 PM","E18","1/1/15 10:00 PM","1","Priority 1","MEDICAL","Medical Only","37.2551502576","-121.794778158"
"F150019267","1/1/15 9:49 PM","1/1/15 9:50 PM","1/1/15 9:52 PM","1/1/15 9:56 PM","E27","1/1/15 10:34 PM","2","Priority 1","MEDICAL","Medical Only","37.2197678509","-121.768765108"
"F150019268","1/1/15 9:52 PM","1/1/15 9:52 PM","1/1/15 9:53 PM","1/1/15 9:56 PM","E2","1/1/15 10:02 PM","1","Priority 1","MEDICAL","No Incident, Wrong Location, Cancelled En Route","37.3587621403","-121.832490131"
